"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name","Broad_category","Policytype_detail_new","Market_non_market","label","High_income"
"167","Electricity","AirEmissionStandards","AUS",2006,7,"NMBI","Performance Standards",2,5,0,1,0,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"168","Electricity","AirEmissionStandards","TUR",2006,1,"NMBI","Performance Standards",1,1,1,0,0,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",0
"169","Electricity","Feed-In-Tariffs","IRL",2006,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"170","Electricity","Feed-In-Tariffs","TUR",2006,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",0
"171","Electricity","Feed-In-Tariffs","CAN",2006,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"172","Electricity","Feed-In-Tariffs","USA",2006,2,"MBI","Subsidy",2,2,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"173","Electricity","Feed-In-Tariffs","FRA",2006,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"174","Electricity","Renewable energy certificates","SWE",2006,8,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"175","Industry","MEPS electric motors","AUS",2006,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"176","Transport","Congestion Charges","SWE",2006,4,"MBI","Other MBI",4,4,1,1,1,"OECD","Congestion charge","Driving taxation","Other MBI","Market","jump",1
"177","Transport","Financial support","USA",2006,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"178","Transport","Investment in Rail Infrastructure","SVK",2006,7,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"179","Transport","Investment in Rail Infrastructure","HUN",2006,3,"NMBI","Other NMBI",2,1,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"180","Transport","Labels Passenger Cars","KOR",2006,10,"NMBI","Information",10,10,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"181","Transport","MEPS Transport","KOR",2006,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"182","Buildings","BuildingEnergyCodes","AUT",2007,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"183","Buildings","BuildingEnergyCodes","IND",2007,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",0
"184","Buildings","Carbon Tax Buildings","CAN",2007,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"185","Buildings","Financial support","CAN",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"186","Buildings","Financial support","BEL",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"187","Buildings","Labels Appliances","ARG",2007,5,"NMBI","Information",2,5,0,1,0,"OECD","Label","Label","Information","Non-market","jump",0
"188","Buildings","Labels Appliances","BRA",2007,10,"NMBI","Information",2,5,0,1,0,"OECD","Label","Label","Information","Non-market","jump",0
"189","Buildings","Labels Appliances","SAU",2007,5,"NMBI","Information",5,5,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"190","Buildings","Labels Appliances","CHL",2007,5,"NMBI","Information",5,5,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"191","Buildings","MEPS of appliances","USA",2007,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"192","Buildings","MEPS of appliances","SAU",2007,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"193","Buildings","MEPS of appliances","BRA",2007,10,"NMBI","Performance Standards",7,7,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"194","Electricity","AirEmissionStandards","CAN",2007,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"195","Electricity","AirEmissionStandards","CHE",2007,6,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"196","Electricity","Carbon Tax Electricity","CAN",2007,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"197","Electricity","ETS Electricity","CAN",2007,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"198","Electricity","Feed-In-Tariffs","ARG",2007,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",0
"199","Electricity","Feed-In-Tariffs","GRC",2007,7,"MBI","Subsidy",7,7,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"200","Electricity","Feed-In-Tariffs","BGR",2007,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"201","Electricity","Renewable energy certificates","SWE",2007,9,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","slow_increase",1
"202","Electricity","Renewable energy certificates","CAN",2007,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"203","Industry","Carbon Tax Industry","CAN",2007,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"204","Industry","ETS Industry","CAN",2007,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"205","Industry","Financing mechanism","CZE",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Financing mechanism","Green subsidy","","Market","jump",1
"206","Industry","MEPS electric motors","KOR",2007,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"207","Transport","Carbon Tax Transport","CAN",2007,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","jump",1
"208","Transport","Excise Tax Transport","PRT",2007,9,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"209","Transport","Excise Tax Transport","AUT",2007,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"210","Transport","Excise Tax Transport","POL",2007,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"211","Transport","Excise Tax Transport","SVK",2007,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"212","Transport","Financial support","SWE",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"213","Transport","Financial support","PRT",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"214","Transport","Investment in Rail Infrastructure","DNK",2007,4,"NMBI","Other NMBI",2,0,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"215","Transport","Investment in Rail Infrastructure","MEX",2007,4,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",0
"216","Transport","Investment in Rail Infrastructure","TUR",2007,4,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",0
"217","Transport","Investment in Rail Infrastructure","HUN",2007,7,"NMBI","Other NMBI",4,6,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"218","Transport","MEPS Transport","USA",2007,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"219","Transport","MEPS Transport","CAN",2007,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"220","Transport","Vehicle tax","ROU",2007,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"221","Buildings","BuildingEnergyCodes","IRL",2008,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"222","Buildings","BuildingEnergyCodes","TUR",2008,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",0
"223","Buildings","BuildingEnergyCodes","DNK",2008,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"224","Buildings","Carbon Tax Buildings","DNK",2008,7,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"225","Buildings","Carbon Tax Buildings","CHE",2008,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"226","Buildings","Excise Taxes Buildings","SVK",2008,5,"MBI","Carbon Pricing",3,3,0,1,1,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"227","Buildings","Labels Appliances","ARG",2008,8,"NMBI","Information",3,5,0,1,0,"OECD","Label","Label","Information","Non-market","jump",0
"228","Buildings","Labels Appliances","MEX",2008,8,"NMBI","Information",3,3,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"229","Buildings","Labels Appliances","CHN",2008,10,"NMBI","Information",2,2,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"230","Electricity","Auction","USA",2008,4,"MBI","Subsidy",4,4,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"231","Electricity","Feed-In-Tariffs","NLD",2008,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"232","Electricity","Feed-In-Tariffs","CZE",2008,7,"MBI","Subsidy",2,3,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"233","Electricity","Feed-In-Tariffs","AUS",2008,2,"MBI","Subsidy",2,2,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"234","Electricity","Renewable energy certificates","POL",2008,6,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"235","Industry","Financing mechanism","BGR",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Financing mechanism","Green subsidy","","Market","jump",1
"236","Industry","MEPS electric motors","CHN",2008,3,"NMBI","Performance Standards",3,3,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"237","Industry","MEPS electric motors","CHL",2008,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"238","Transport","Carbon Tax Transport","DNK",2008,7,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","jump",1
"239","Transport","Excise Tax Transport","ESP",2008,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"240","Transport","Excise Tax Transport","POL",2008,8,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","slow_increase",1
"241","Transport","Excise Tax Transport","SVK",2008,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","slow_increase",1
"242","Transport","Excise Tax Transport","IRL",2008,9,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"243","Transport","Excise Tax Transport","DNK",2008,9,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"244","Transport","Excise Tax Transport","AUT",2008,9,"MBI","Carbon Pricing",2,4,0,1,0,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"245","Transport","Excise Tax Transport","CZE",2008,9,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"246","Transport","Financial support","CHN",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"247","Transport","Financial support","ESP",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"248","Transport","Financial support","FRA",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"249","Transport","Investment in Rail Infrastructure","DNK",2008,6,"NMBI","Other NMBI",2,4,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"250","Transport","Investment in Rail Infrastructure","CZE",2008,7,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"251","Transport","Investment in Rail Infrastructure","BGR",2008,4,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"252","Transport","Investment in Rail Infrastructure","CHN",2008,7,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",0
"253","Transport","Investment in Rail Infrastructure","NZL",2008,4,"NMBI","Other NMBI",2,0,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"254","Transport","Labels Passenger Cars","ZAF",2008,10,"NMBI","Information",10,10,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"255","Transport","Labels Passenger Cars","NZL",2008,10,"NMBI","Information",10,10,1,1,1,"OECD","Label","Label","Information","Non-market","jump",1
"256","Transport","MEPS","COL",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Minimum energy performance standard","Minimum energy performance standard","","Non-market","jump",0
"257","Transport","Taxation","FIN",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"258","Transport","Taxation","FRA",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"259","Transport","Taxation","ESP",2008,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"260","Buildings","Bans and Phaseouts Fossil Fuels Heating","SWE",2009,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"261","Buildings","BuildingEnergyCodes","DEU",2009,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"262","Buildings","Carbon Tax Buildings","CHE",2009,6,"MBI","Carbon Pricing",2,6,0,1,0,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
